player_name,position,team,season,games,fg_made,fg_att,fg_pct,fg_long,pat_made,pat_att,source
Justin Tucker,K,BAL,2024,17,22,30,0.733333333333333,56,60,62,nflverse
Greg Zuerlein,K,NYJ,2024,8,9,15,0.6,40,13,14,nflverse
Brandon McManus,K,GB,2024,11,20,21,0.952380952380952,55,30,30,nflverse
Dustin Hopkins,K,CLE,2024,16,18,27,0.666666666666667,56,17,20,nflverse
Chris Boswell,K,PIT,2024,17,41,44,0.931818181818182,57,35,35,nflverse
Cairo Santos,K,CHI,2024,17,21,25,0.84,54,25,26,nflverse
Jason Myers,K,SEA,2024,17,26,30,0.866666666666667,59,37,40,nflverse
Wil Lutz,K,DEN,2024,17,31,34,0.911764705882353,55,46,46,nflverse
Ka'imi Fairbairn,K,HOU,2024,17,36,42,0.857142857142857,59,34,36,nflverse
Harrison Butker,K,KC,2024,13,21,25,0.84,53,29,31,nflverse
Younghoe Koo,K,ATL,2024,14,25,34,0.735294117647059,58,26,26,nflverse
Jake Elliott,K,PHI,2024,17,28,36,0.777777777777778,50,47,48,nflverse
Daniel Carlson,K,LV,2024,17,34,40,0.85,54,23,25,nflverse
Eddy Pineiro,K,CAR,2024,17,22,26,0.846153846153846,53,33,35,nflverse
Greg Joseph,K,NYJ,2024,8,16,20,0.8,52,11,11,nflverse
Jason Sanders,K,MIA,2024,17,37,41,0.902439024390244,57,26,28,nflverse
Austin Seibert,K,WAS,2024,9,27,30,0.9,55,22,24,nflverse
Matthew Wright,K,TEN,2024,5,15,16,0.9375,50,6,6,nflverse
Joey Slye,K,NE,2024,17,26,33,0.787878787878788,63,25,26,nflverse
Matt Gay,K,IND,2024,16,31,37,0.837837837837838,56,33,33,nflverse
Chase McLaughlin,K,TB,2024,17,30,32,0.9375,56,54,56,nflverse
Tyler Bass,K,BUF,2024,17,24,29,0.827586206896552,61,59,64,nflverse
Evan McPherson,K,CIN,2024,12,16,22,0.727272727272727,56,37,38,nflverse
Cameron Dicker,K,LAC,2024,17,39,42,0.928571428571429,59,33,36,nflverse
John Parker Romo,K,MIN,2024,4,11,12,0.916666666666667,55,7,8,nflverse
Brandon Aubrey,K,DAL,2024,17,40,47,0.851063829787234,65,30,30,nflverse
Cade York,K,CIN,2024,6,9,13,0.692307692307692,59,16,17,nflverse
Anders Carlson,K,NYJ,2024,7,13,15,0.866666666666667,58,12,15,nflverse
Jake Moody,K,SF,2024,14,24,34,0.705882352941177,53,32,33,nflverse
Chad Ryland,K,ARI,2024,13,28,32,0.875,58,26,27,nflverse
Blake Grupe,K,NO,2024,17,27,31,0.870967741935484,57,31,33,nflverse
Jake Bates,K,DET,2024,17,26,29,0.896551724137931,58,64,67,nflverse
Will Reichard,K,MIN,2024,13,24,30,0.8,58,38,38,nflverse
Cam Little,K,JAX,2024,17,27,29,0.931034482758621,59,27,27,nflverse
Brayden Narveson,K,TEN,2024,7,12,18,0.666666666666667,47,18,18,nflverse
Joshua Karty,K,LA,2024,17,29,34,0.852941176470588,58,32,36,nflverse
